time_stamp,private,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b,latitude,longitude
2024-07-03T03:30:00Z,0,41,41,41,78,78,78,1011.17,1011.17,1011.17,50,,50,0,1.5,1.8,1.3,6.8,6.9,6.7,5.9,6,5.9,215.2,213.8,216.6,451.265,457.82,444.71,128.59,135.79,121.39,12.91,17.36,8.46,3.0600000000000000,3.59,2.53,1.95,2.09,1.81,0.9650000000000000,1.12,0.81,1.24,1.16,1.32,1.24,1.16,1.32,1.8650000000000000,2.12,1.61,1.8650000000000000,2.12,1.61,3.13,3.45,2.81,3.13,3.45,2.81,47.214961,-122.425289
2024-07-03T04:00:00Z,0,43.6,43.6,43.6,75.133,75.133,75.133,1011.241,1011.241,1011.241,50,,50,0.009,1.8,1.8,1.7,8,8,7.9,6.7,6.7,6.7,199.6,199,200.1,530.1415,533.039,527.244,149.10750000000000,148.641,149.574,12.933,13.775,12.091,2.2015000000000000,1.838,2.565,1.4205,1.151,1.69,0.505,0.382,0.628,1.9515,1.935,1.968,1.9515,1.935,1.968,2.5695000000000000,2.562,2.577,2.5695000000000000,2.562,2.577,3.523,3.305,3.741,3.523,3.305,3.741,47.214961,-122.425289
2024-07-03T04:30:00Z,0,48,48,48,71,71,71,1011.496,1011.496,1011.496,50.996,,50.996,0.01,1.7,1.8,1.7,7.6,7.8,7.4,6.5,6.6,6.4,204.3,201.9,206.7,505.21700000000000,517.589,492.845,142.52250000000000,143.833,141.212,13.008,13.291,12.725,2.27,2.064,2.476,1.4045,1.29,1.519,0.501,0.535,0.467,1.8765,1.868,1.885,1.8765,1.868,1.885,2.4785,2.468,2.489,2.4785,2.468,2.489,3.4445000000000000,3.344,3.545,3.4445000000000000,3.344,3.545,47.214961,-122.425289
2024-07-03T05:00:00Z,0,50.133,50.133,50.133,69.4,69.4,69.4,1011.591,1011.591,1011.591,53.67,,53.67,0.01,1.8,1.8,1.7,7.5,7.7,7.3,6.4,6.5,6.3,205.1,202.7,207.5,500.9185,513.151,488.686,140.805,142.123,139.487,14.015,14.397,13.633,2.216,1.837,2.595,1.484,1.198,1.77,0.6115000000000000,0.524,0.699,1.7945,1.781,1.808,1.7945,1.781,1.808,2.421,2.385,2.457,2.421,2.385,2.457,3.434,3.217,3.651,3.434,3.217,3.651,47.214961,-122.425289
2024-07-03T05:30:00Z,0,52,52,52,68.067,68.067,68.067,1011.665,1011.665,1011.665,57.016,,57.016,0.01,1.8,2,1.6,7.9,8.5,7.3,6.7,7,6.3,200.1,192.7,208,527.436,568.697,486.175,149.49350000000000,159.983,139.004,13.7505,15.271,12.23,2.3485,2.378,2.319,1.47,1.411,1.529,0.5185,0.672,0.365,2.0790000000000000,2.335,1.823,2.0790000000000000,2.335,1.823,2.7445,3.076,2.413,2.7445,3.076,2.413,3.7060000000000000,4.012,3.4,3.7060000000000000,4.012,3.4,47.214961,-122.425289
2024-07-03T06:00:00Z,0,53.867,53.867,53.867,66.667,66.667,66.667,1011.955,1011.955,1011.955,60.065,,60.065,0.01,1.9,2.1,1.7,8.2,8.7,7.7,6.9,7.2,6.6,196.2,190.3,202.4,548.8300000000000,582.779,514.881,155.964,164.799,147.129,14.4435,16.074,12.813,2.0905,1.944,2.237,1.35,1.237,1.463,0.4595,0.383,0.536,2.2280000000000000,2.445,2.011,2.2280000000000000,2.445,2.011,2.9140000000000000,3.159,2.669,2.9140000000000000,3.159,2.669,3.807,3.953,3.661,3.807,3.953,3.661,47.214961,-122.425289
2024-07-03T06:30:00Z,0,54.133,54.133,54.133,66.333,66.333,66.333,1012.193,1012.193,1012.193,62.863,,62.863,0.01,1.8,2,1.7,8.1,8.6,7.5,6.8,7.1,6.4,198.1,191.8,204.8,538.277,573.974,502.58,153.76350000000000,163.08,144.447,13.722000000000000,15.265,12.179,2.2075,2.055,2.36,1.446,1.371,1.521,0.538,0.529,0.547,2.1845,2.43,1.939,2.1845,2.43,1.939,2.791,3.07,2.512,2.791,3.07,2.512,3.8065000000000000,3.96,3.653,3.8065000000000000,3.96,3.653,47.214961,-122.425289
2024-07-03T07:00:00Z,0,55,55,55,65.8,65.8,65.8,1012.618,1012.618,1012.618,66.14,,66.14,0.01,2,2.1,1.8,8.4,9.1,7.8,7,7.4,6.6,193.7,186.7,201.4,562.817,605.174,520.46,160.176,169.992,150.36,15.190000000000000,16.843,13.537,2.1845,2.395,1.974,1.389,1.469,1.309,0.5045,0.594,0.415,2.3155,2.558,2.073,2.3155,2.558,2.073,3.0035,3.324,2.683,3.0035,3.324,2.683,3.968,4.307,3.629,3.968,4.307,3.629,47.214961,-122.425289
2024-07-03T07:30:00Z,0,54.867,54.867,54.867,66.067,66.067,66.067,1012.874,1012.874,1012.874,67.63,,67.63,0.01,2,2.2,1.8,8.7,9.3,8,7.1,7.5,6.7,191.4,184.3,199,576.7115,620.236,533.187,164.7585,175.159,154.358,15.485500000000000,17.222,13.749,2.55,2.291,2.809,1.652,1.519,1.785,0.6535,0.718,0.589,2.4075000000000000,2.653,2.162,2.4075000000000000,2.653,2.162,3.0775000000000000,3.391,2.764,3.0775000000000000,3.391,2.764,4.339,4.441,4.237,4.339,4.441,4.237,47.214961,-122.425289
2024-07-03T08:00:00Z,0,55,55,55,65.933,65.933,65.933,1013.146,1013.146,1013.146,68.392,,68.392,0.01,2,2.2,1.8,8.3,8.9,7.7,6.9,7.2,6.6,195.4,189.1,202.2,553.2545,590.389,516.12,157.9635,166.596,149.331,16.061,17.613,14.509,2.626,2.291,2.961,1.5115000000000000,1.23,1.793,0.4675,0.394,0.541,2.253,2.497,2.009,2.253,2.497,2.009,3.027,3.299,2.755,3.027,3.299,2.755,4.1175,4.114,4.121,4.1175,4.114,4.121,47.214961,-122.425289
2024-07-03T08:30:00Z,0,55,55,55,66,66,66,1013.477,1013.477,1013.477,70.755,,70.755,0.01,2.1,2.2,1.9,8.9,9.5,8.4,7.3,7.6,6.9,188.5,182.6,194.8,594.097,631.277,556.917,169.594,178.559,160.629,15.837500000000000,17.209,14.466,2.5765000000000000,2.409,2.744,1.578,1.487,1.669,0.5725,0.594,0.551,2.4955,2.768,2.223,2.4955,2.768,2.223,3.2960000000000000,3.551,3.041,3.2960000000000000,3.551,3.041,4.428000000000000,4.549,4.307,4.428000000000000,4.549,4.307,47.214961,-122.425289
2024-07-03T09:00:00Z,0,55.6,55.6,55.6,65.2,65.2,65.2,1013.452,1013.452,1013.452,72.761,,72.761,0.01,2.3,2.5,2.1,9.7,10.2,9.2,7.7,8,7.4,180.1,174.9,185.7,647.279,683.103,611.455,184.03700000000000,193.165,174.909,17.2295,19.181,15.278,2.4700000000000000,2.233,2.707,1.512,1.213,1.811,0.537,0.418,0.656,2.817,3.069,2.565,2.817,3.069,2.565,3.628,3.897,3.359,3.628,3.897,3.359,4.724,4.711,4.737,4.724,4.711,4.737,47.214961,-122.425289
2024-07-03T09:30:00Z,0,57.067,57.067,57.067,64,64,64,1013.294,1013.294,1013.294,74.084,,74.084,0.01,2.2,2.3,2,9.4,9.9,8.9,7.5,7.8,7.2,183.4,178.2,188.9,625.673,660.06,591.286,178.5505,186.228,170.873,16.0545,17.552,14.557,2.2435,2.183,2.304,1.341,1.331,1.351,0.4815,0.59,0.373,2.7220000000000000,2.95,2.494,2.7220000000000000,2.95,2.494,3.4705,3.673,3.268,3.4705,3.673,3.268,4.4335,4.623,4.244,4.4335,4.623,4.244,47.214961,-122.425289
2024-07-03T10:00:00Z,0,57.067,57.067,57.067,63.8,63.8,63.8,1013.396,1013.396,1013.396,75.473,,75.473,0.01,1.9,2.1,1.7,8.1,8.7,7.6,6.8,7.1,6.5,197.5,191.2,204.3,541.417,577.931,504.903,154.02500000000000,163.029,145.021,14.514,16.811,12.217,2.2105,2.088,2.333,1.3095000000000000,1.212,1.407,0.475,0.422,0.528,2.2330000000000000,2.441,2.025,2.2330000000000000,2.441,2.025,2.8785,3.17,2.587,2.8785,3.17,2.587,3.8215000000000000,3.998,3.645,3.8215000000000000,3.998,3.645,47.214961,-122.425289
2024-07-03T10:30:00Z,0,56.8,56.8,56.8,64,64,64,1013.477,1013.477,1013.477,75.93,,75.93,0.01,1.9,2.1,1.7,8,8.5,7.4,6.7,7,6.4,199.4,193.2,205.9,531.264,565.977,496.551,151.377,159.373,143.381,14.992,17.189,12.795,2.007,1.969,2.045,1.194,1.205,1.183,0.5205,0.537,0.504,2.1625,2.373,1.952,2.1625,2.373,1.952,2.875,3.121,2.629,2.875,3.121,2.629,3.736,4.014,3.458,3.736,4.014,3.458,47.214961,-122.425289
2024-07-03T11:00:00Z,0,56.067,56.067,56.067,64.267,64.267,64.267,1013.371,1013.371,1013.371,77.833,,77.833,0.01,2,2.2,1.8,8.1,8.6,7.5,6.8,7.1,6.4,197.9,191.6,204.7,539.1445,575.479,502.81,154.8,163.391,146.209,16.186,18.486,13.886,2.508,2.603,2.413,1.6155,1.702,1.529,0.5495,0.626,0.473,2.183,2.391,1.975,2.183,2.391,1.975,2.943,3.189,2.697,2.943,3.189,2.697,4.0785,4.344,3.813,4.0785,4.344,3.813,47.214961,-122.425289
2024-07-03T11:30:00Z,0,56.667,56.667,56.667,63.867,63.867,63.867,1013.473,1013.473,1013.473,77.247,,77.247,0.01,2.2,2.4,1.9,9.1,9.8,8.5,7.4,7.8,7,186,179.4,193,609.3405,651.884,566.797,173.8055,184.523,163.088,16.479,19.509,13.449,2.1615,2.134,2.189,1.205,1.204,1.206,0.5545,0.557,0.552,2.644,2.927,2.361,2.644,2.927,2.361,3.458,3.791,3.125,3.458,3.791,3.125,4.375500000000000,4.591,4.16,4.375500000000000,4.591,4.16,47.214961,-122.425289
2024-07-03T12:00:00Z,0,57.533,57.533,57.533,63,63,63,1013.749,1013.749,1013.749,76.363,,76.363,0.01,2.2,2.4,2,9.2,9.9,8.5,7.4,7.8,7,185.4,178.4,193.1,612.8045,659.161,566.448,175.0095,186.071,163.948,16.185,17.915,14.455,2.0550000000000000,1.903,2.207,1.2635,1.197,1.33,0.4115,0.447,0.376,2.6545,2.938,2.371,2.6545,2.938,2.371,3.402,3.675,3.129,3.402,3.675,3.129,4.3555,4.484,4.227,4.3555,4.484,4.227,47.214961,-122.425289
2024-07-03T12:30:00Z,0,57.8,57.8,57.8,63.4,63.4,63.4,1013.855,1013.855,1013.855,80.285,,80.285,0.01,2.7,2.9,2.5,11.3,12,10.6,8.6,8.9,8.2,165.4,159.9,171.3,754.4855,799.597,709.374,215.661,225.816,205.506,21.122,22.842,19.402,2.8365,2.562,3.111,1.726,1.639,1.813,0.6445000000000000,0.602,0.687,3.4585,3.72,3.197,3.4585,3.72,3.197,4.606,4.717,4.495,4.606,4.717,4.495,6.027,5.84,6.214,6.027,5.84,6.214,47.214961,-122.425289
2024-07-03T13:00:00Z,0,57.133,57.133,57.133,64.467,64.467,64.467,1013.894,1013.894,1013.894,83.315,,83.315,0.01,2.6,2.8,2.4,10.5,11.2,9.8,8.2,8.5,7.8,172.5,166.5,178.9,700.5420000000000,745.574,655.51,199.9855,210.285,189.686,21.444000000000000,23.445,19.443,3.2665,3.172,3.361,1.9345000000000000,1.731,2.138,0.5355000000000000,0.533,0.538,3.189,3.477,2.901,3.189,3.477,2.901,4.258,4.543,3.973,4.258,4.543,3.973,5.7475000000000000,5.715,5.78,5.7475000000000000,5.715,5.78,47.214961,-122.425289
2024-07-03T13:30:00Z,0,56.2,56.2,56.2,65.067,65.067,65.067,1014.133,1014.133,1014.133,86.039,,86.039,0.01,2.2,2.4,2,8.8,9.3,8.3,7.2,7.5,6.9,189.6,184.2,195.2,587.4555,620.445,554.466,168.3415,176.803,159.88,19.045,20.819,17.271,2.9485,2.717,3.18,1.8930000000000000,1.623,2.163,0.7795000000000000,0.751,0.808,2.5285,2.783,2.274,2.5285,2.783,2.274,3.401,3.677,3.125,3.401,3.677,3.125,4.8100000000000000,4.795,4.825,4.8100000000000000,4.795,4.825,47.214961,-122.425289
2024-07-03T14:00:00Z,0,55.867,55.867,55.867,65.533,65.533,65.533,1014.232,1014.232,1014.232,83.078,,83.078,0.01,2.1,2.3,2,8.4,8.9,8,7,7.2,6.7,194.1,189,199.5,560.6715000000000,591.098,530.245,159.8605,167.213,152.508,18.989,20.667,17.311,3.0235000000000000,2.979,3.068,1.8255,1.785,1.866,0.77,0.851,0.689,2.3335,2.541,2.126,2.3335,2.541,2.126,3.2745000000000000,3.509,3.04,3.2745000000000000,3.509,3.04,4.59,4.739,4.441,4.59,4.739,4.441,47.214961,-122.425289
2024-07-03T14:30:00Z,0,54.4,54.4,54.4,66.733,66.733,66.733,1014.277,1014.277,1014.277,82.148,,82.148,0.01,2.2,2.4,2,8.7,9.2,8.3,7.2,7.4,6.9,190.5,185.8,195.5,581.5685,610.356,552.781,167.02500000000000,174.243,159.807,18.742,20.309,17.175,2.731,2.489,2.973,1.715,1.588,1.842,0.7395,0.77,0.709,2.4905,2.696,2.285,2.4905,2.696,2.285,3.332,3.576,3.088,3.332,3.576,3.088,4.593,4.667,4.519,4.593,4.667,4.519,47.214961,-122.425289
2024-07-03T15:00:00Z,0,53.4,53.4,53.4,67.4,67.4,67.4,1014.396,1014.396,1014.396,84.599,,84.599,0.01,2.3,2.4,2.1,9.2,9.6,8.8,7.4,7.7,7.2,185.3,181.4,189.4,613.5890000000000,638.789,588.389,175.79250000000000,181.029,170.556,18.893,19.942,17.844,3.057,2.545,3.569,1.7915000000000000,1.432,2.151,0.6340000000000000,0.573,0.695,2.6625,2.835,2.49,2.6625,2.835,2.49,3.553,3.729,3.377,3.553,3.729,3.377,4.865,4.741,4.989,4.865,4.741,4.989,47.214961,-122.425289
2024-07-03T15:30:00Z,0,52.533,52.533,52.533,68.333,68.333,68.333,1014.46,1014.46,1014.46,85.23,,85.23,0.01,2.5,2.7,2.4,10.2,10.7,9.8,8,8.2,7.8,175.3,171.2,179.6,680.5555000000000,710.192,650.919,195.70750000000000,202.126,189.289,21.5135,22.977,20.05,3.3035000000000000,3.174,3.433,1.945,1.783,2.107,0.678,0.682,0.674,3.0525,3.206,2.899,3.0525,3.206,2.899,4.0835,4.29,3.877,4.0835,4.29,3.877,5.4625,5.504,5.421,5.4625,5.504,5.421,47.214961,-122.425289
2024-07-03T16:00:00Z,0,49.267,49.267,49.267,70.4,70.4,70.4,1014.462,1014.462,1014.462,83.443,,83.443,0.01,2.7,2.9,2.4,11,11.5,10.5,8.4,8.7,8.2,168.1,163.9,172.4,733.719,766.094,701.344,210.31,217.303,203.317,21.065000000000000,23.804,18.326,2.485,2.219,2.751,1.546,1.357,1.735,0.5205,0.583,0.458,3.2905000000000000,3.375,3.206,3.2905000000000000,3.375,3.206,4.216,4.338,4.094,4.216,4.338,4.094,5.255,5.255,5.255,5.255,5.255,5.255,47.214961,-122.425289
2024-07-03T16:30:00Z,0,48.867,48.867,48.867,71.067,71.067,71.067,1014.537,1014.537,1014.537,85.393,,85.393,0.01,3,3.1,2.8,12.4,12.8,12,9.1,9.3,8.9,156.6,153.5,159.7,828.195,855.575,800.815,236.22900000000000,241.015,231.443,22.657,24.225,21.089,2.9060000000000000,2.739,3.073,1.7675,1.599,1.936,0.5925,0.628,0.557,3.8405,3.892,3.789,3.8405,3.892,3.789,4.8325,4.892,4.773,4.8325,4.892,4.773,6.061,6.027,6.095,6.061,6.027,6.095,47.214961,-122.425289
2024-07-03T17:00:00Z,0,47.133,47.133,47.133,72.867,72.867,72.867,1014.636,1014.636,1014.636,83.361,,83.361,0.01,3.1,3.3,2.9,13,13.4,12.5,9.4,9.6,9.2,152.7,149.6,155.8,863.5890000000000,892.369,834.809,248.228,253.127,243.329,23.260000000000000,26.621,19.899,2.5075,2.461,2.554,1.4795,1.306,1.653,0.5025,0.425,0.58,4.1455,4.19,4.101,4.1455,4.19,4.101,5.147500000000000,5.315,4.98,5.147500000000000,5.315,4.98,6.1595000000000000,6.2,6.119,6.1595000000000000,6.2,6.119,47.214961,-122.425289
2024-07-03T17:30:00Z,0,46.467,46.467,46.467,73.8,73.8,73.8,1014.621,1014.621,1014.621,83.431,,83.431,0.01,3.2,3.5,3,13.5,13.8,13.2,9.6,9.8,9.5,148.9,146.7,151.2,899.152,920.983,877.321,257.965,262.097,253.833,24.9255,27.655,22.196,2.8555,2.555,3.156,1.7650000000000000,1.659,1.871,0.6255,0.658,0.593,4.386000000000000,4.43,4.342,4.386000000000000,4.43,4.342,5.382,5.487,5.277,5.382,5.487,5.277,6.5945,6.657,6.532,6.5945,6.657,6.532,47.214961,-122.425289
2024-07-03T18:00:00Z,0,44.133,44.133,44.133,75.667,75.667,75.667,1014.477,1014.477,1014.477,82.951,,82.951,0.01,3.4,3.6,3.3,14.3,14.5,14,10,10.1,9.9,143.8,142.2,145.5,950.9695000000000,968.039,933.9,273.28500000000000,275.029,271.541,25.447000000000000,27.413,23.481,2.58,2.127,3.033,1.5340000000000000,1.309,1.759,0.5035000000000000,0.517,0.49,4.677,4.719,4.635,4.677,4.719,4.635,5.785,5.825,5.745,5.785,5.825,5.745,6.8065,6.754,6.859,6.8065,6.754,6.859,47.214961,-122.425289
2024-07-03T18:30:00Z,0,43.667,43.667,43.667,76.733,76.733,76.733,1014.381,1014.381,1014.381,82.217,,82.217,0.01,3.7,3.8,3.5,15.1,15.1,15.2,10.3,10.3,10.4,138.6,138.9,138.3,1007.571,1004.517,1010.625,291.81100000000000,287.119,296.503,27.737000000000000,30.577,24.897,2.9815,2.479,3.484,1.7645,1.408,2.121,0.6115000000000000,0.481,0.742,5.101,5.001,5.201,5.101,5.001,5.201,6.23,6.175,6.285,6.23,6.175,6.285,7.446,7.141,7.751,7.446,7.141,7.751,47.214961,-122.425289
2024-07-03T19:00:00Z,0,42.533,42.533,42.533,78.133,78.133,78.133,1014.173,1014.173,1014.173,83.539,,83.539,0.01,3.8,4,3.7,15.9,16,15.8,10.7,10.7,10.6,134,133.4,134.6,1061.31,1068.363,1054.257,303.37800000000000,301.934,304.822,29.548500000000000,31.819,27.278,3.5885,3.118,4.059,1.9145000000000000,1.526,2.303,0.6355,0.624,0.647,5.333,5.271,5.395,5.333,5.271,5.395,6.593,6.594,6.592,6.593,6.594,6.592,7.971500000000000,7.703,8.24,7.971500000000000,7.703,8.24,47.214961,-122.425289
2024-07-03T19:30:00Z,0,38.2,38.2,38.2,82.2,82.2,82.2,1013.91,1013.91,1013.91,84.359,,84.359,0.01,3.8,4,3.6,15.9,15.9,16,10.7,10.7,10.7,133.8,134.2,133.5,1063.1860000000000,1059.459,1066.913,305.423,300.575,310.271,28.045,31.475,24.615,2.8895,2.363,3.416,1.8005,1.372,2.229,0.6580000000000000,0.481,0.835,5.293,5.223,5.363,5.293,5.223,5.363,6.398,6.387,6.409,6.398,6.387,6.409,7.6385000000000000,7.338,7.939,7.6385000000000000,7.338,7.939,47.214961,-122.425289
2024-07-03T20:00:00Z,0,33.2,33.2,33.2,89,89,89,1013.709,1013.709,1013.709,87.615,,87.615,0.004,4.1,4.3,3.8,16.9,16.8,17.1,11.1,11,11.1,128.6,129.2,127.9,1129.4700000000000,1121.071,1137.869,325.0725,318.375,331.77,29.984500000000000,34.465,25.504,2.8775,2.582,3.173,1.819,1.661,1.977,0.6935,0.729,0.658,5.609,5.545,5.673,5.609,5.545,5.673,6.753,6.731,6.775,6.753,6.731,6.775,7.9545000000000000,7.876,8.033,7.9545000000000000,7.876,8.033,47.214961,-122.425289
2024-07-03T20:30:00Z,0,27.467,27.467,27.467,96.667,96.667,96.667,1013.521,1013.521,1013.521,90.874,,90.874,0,4.3,4.6,4.1,18.7,18.5,18.9,11.8,11.7,11.9,120.1,121.1,119.2,1247.9465,1233.505,1262.388,356.47300000000000,346.131,366.815,30.8515,35.134,26.569,3.181,2.615,3.747,1.958,1.697,2.219,0.657,0.645,0.669,6.3625,6.278,6.447,6.3625,6.278,6.447,7.589500000000000,7.536,7.643,7.589500000000000,7.536,7.643,8.879000000000000,8.657,9.101,8.879000000000000,8.657,9.101,47.214961,-122.425289
2024-07-03T21:00:00Z,0,26.133,26.133,26.133,98.933,98.933,98.933,1013.231,1013.231,1013.231,90.237,,90.237,0,4.3,4.5,4.1,18.7,18.6,18.8,11.8,11.7,11.8,120.4,120.8,120,1244.5605,1238.428,1250.693,356.032,347.474,364.59,29.677,33.967,25.387,2.936,2.6,3.272,1.9395,1.786,2.093,0.716,0.796,0.636,6.385,6.377,6.393,6.385,6.377,6.393,7.4880000000000000,7.566,7.41,7.4880000000000000,7.566,7.41,8.787000000000000,8.777,8.797,8.787000000000000,8.777,8.797,47.214961,-122.425289
2024-07-03T21:30:00Z,0,24.667,24.667,24.667,101.467,101.467,101.467,1013.107,1013.107,1013.107,90.124,,90.124,0,3.2,3.3,3.1,14.7,14.5,14.9,10.2,10.1,10.3,141,142.1,139.8,981.543,969.343,993.743,279.781,271.497,288.065,20.0405,22.323,17.758,2.1165,1.49,2.743,1.398,1.011,1.785,0.5315,0.336,0.727,4.6445,4.614,4.675,4.6445,4.614,4.675,5.402,5.405,5.399,5.402,5.405,5.399,6.352,6.076,6.628,6.352,6.076,6.628,47.214961,-122.425289
2024-07-03T22:00:00Z,0,23.667,23.667,23.667,101.2,101.2,101.2,1012.959,1012.959,1012.959,87.206,,87.206,0,2.5,2.7,2.4,12,12,12,8.9,8.9,8.9,159.8,160,159.7,800.0315,798.544,801.519,227.1065,224.157,230.056,14.826,16.819,12.833,1.561,1.09,2.032,0.8635,0.552,1.175,0.312,0.229,0.395,3.6000000000000000,3.63,3.57,3.6000000000000000,3.63,3.57,4.207000000000000,4.227,4.187,4.207000000000000,4.227,4.187,4.791,4.619,4.963,4.791,4.619,4.963,47.214961,-122.425289
2024-07-03T22:30:00Z,0,21.867,21.867,21.867,102.333,102.333,102.333,1012.793,1012.793,1012.793,89.673,,89.673,0,2.5,2.6,2.3,11.5,11.5,11.6,8.7,8.6,8.7,163.5,164.2,162.8,769.3895,763.816,774.963,217.678,213.819,221.537,14.9365,17.797,12.076,1.517,1.263,1.771,0.9105,0.78,1.041,0.2355,0.254,0.217,3.065,3.432,2.698,3.0665,3.435,2.698,3.596,4.065,3.127,3.596,4.065,3.127,4.2205000000000000,4.592,3.849,4.2205000000000000,4.592,3.849,47.214961,-122.425289
2024-07-03T23:00:00Z,0,21,21,21,101.267,101.267,101.267,1012.541,1012.541,1012.541,84.991,,84.991,0,2,2.1,2,9.5,9.4,9.6,7.6,7.6,7.7,182.1,183.2,181,634.3655,627.085,641.646,178.665,173.438,183.892,12.1995,13.878,10.521,1.113,0.948,1.278,0.744,0.617,0.871,0.15350000000000000,0.139,0.168,2.203,2.533,1.873,2.203,2.533,1.873,2.662,3.03,2.294,2.662,3.03,2.294,3.115,3.393,2.837,3.115,3.393,2.837,47.214961,-122.425289
2024-07-03T23:30:00Z,0,20.933,20.933,20.933,99.733,99.733,99.733,1012.427,1012.427,1012.427,83.525,,83.525,0,2,2,1.9,9.2,9,9.4,7.4,7.3,7.6,185.3,187.8,182.9,613.4485,597.989,628.908,172.859,165.305,180.413,11.841000000000000,13.401,10.281,0.8995,0.713,1.086,0.5365,0.461,0.612,0.147,0.181,0.113,2.0775,2.35,1.805,2.0775,2.35,1.805,2.54,2.89,2.19,2.54,2.89,2.19,2.885,3.191,2.579,2.885,3.191,2.579,47.214961,-122.425289
2024-07-04T00:00:00Z,0,21,21,21,98.067,98.067,98.067,1012.272,1012.272,1012.272,81.855,,81.855,0,2,2,1.9,9.2,9.2,9.3,7.5,7.4,7.5,185.1,185.8,184.5,614.754,610.735,618.773,173.9435,169.966,177.921,12.264,13.417,11.111,1.149,0.891,1.407,0.775,0.643,0.907,0.2315,0.273,0.19,2.1145,2.506,1.723,2.1145,2.506,1.723,2.5775,2.995,2.16,2.5775,2.995,2.16,3.091,3.427,2.755,3.091,3.427,2.755,47.214961,-122.425289
2024-07-04T00:30:00Z,0,24.933,24.933,24.933,91.733,91.733,91.733,1012.005,1012.005,1012.005,80.826,,80.826,0,2.1,2.1,2,9.2,9.3,9.1,7.5,7.5,7.4,185,183.8,186.2,615.567,623.132,608.002,175.0115,173.788,176.235,12.8845,14.401,11.368,0.8415,0.793,0.89,0.436,0.395,0.477,0.1265,0.097,0.156,2.622,2.689,2.555,2.622,2.689,2.555,3.1635,3.246,3.081,3.1635,3.246,3.081,3.4625,3.522,3.403,3.4625,3.522,3.403,47.214961,-122.425289
2024-07-04T01:00:00Z,0,27.078,27.078,27.078,88.994,88.994,88.994,1011.783,1011.783,1011.783,78.902,,78.902,0,2.3,2.4,2.1,10.2,10.4,9.9,8,8.1,7.9,175.8,173.7,177.9,677.2185,691.853,662.584,192.875,193.93,191.82,14.84,16.623,13.057,1.212,0.998,1.426,0.697,0.57,0.824,0.2365,0.25,0.223,3.004,3.084,2.924,3.004,3.084,2.924,3.6005000000000000,3.712,3.489,3.6005000000000000,3.712,3.489,4.0695,4.114,4.025,4.0695,4.114,4.025,47.214961,-122.425289
